text
iberoamerica en red sig ti tecno-pedagogia una revolucion inclusiva e innovadora con aprendizaje significativo para estudiantes con discapacidad intelectual leve. cooperacion universitaria para el desarrollo en la universidad tecnica de manabi ecuador impactos y resultados 2014-2015 hacia una cultura pedagogica inclusiva experiencias desde la practica universitaria una gestion universitaria basada en los enfoques de gestion de proyecto y por proceso genesis de una universidad inclusiva en ecuador la universidad tecnica de manabi la ensenanza de la musica. una estrategia pedagogica para la educacion inclusiva management model for university cooperation at the universidad tecnica de manabi ecuador la democracia y sus dimensiones politicas juridicas injusta distribucion del presupuesto entre las universidades publicas del ecuador: efecto mateo competencias digitales docentes para la elaboracion de entornos virtuales de aprendizaje competencias digitales docentes para la elaboracion de entornos virtuales de aprendizaje seguridad ofensiva mediante hacking etico para fortalecer infraestructuras en redes de telecomunicaciones
